City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Sur,OM,2020-11-24 23:24:26,22.57,59.53,74.79,66,1,14.34
306,Saint George,US,2020-11-24 23:20:06,37.1,-113.58,57.99,26,1,4.7
307,Emporia,US,2020-11-24 23:24:26,38.4,-96.18,51.8,87,90,11.41
308,Lagoa,PT,2020-11-24 23:24:26,39.05,-27.98,56.75,61,40,16.78
309,San Jose,US,2020-11-24 23:23:06,37.34,-121.89,68.0,32,20,5.82
310,Innisfail,AU,2020-11-24 23:24:26,-17.53,146.03,81.68,59,89,0.65
311,Vredendal,ZA,2020-11-24 23:24:26,-31.67,18.5,57.43,65,1,5.82
312,Saint Anthony,US,2020-11-24 23:24:26,45.02,-93.22,37.4,93,90,3.36
313,Luwingu,ZM,2020-11-24 23:24:27,-10.26,29.93,65.95,81,47,5.88
314,Hovd,MN,2020-11-24 23:24:27,48.01,91.64,9.79,85,68,1.05
315,Alice Springs,AU,2020-11-24 23:23:27,-23.7,133.88,84.2,18,0,12.75
316,Mahuta,TZ,2020-11-24 23:24:27,-10.87,39.45,70.68,99,48,3.98
317,Whakatane,NZ,2020-11-24 23:24:27,-37.96,176.99,61.0,97,100,11.01
318,Chuy,UY,2020-11-24 23:24:27,-33.7,-53.46,73.78,78,43,10.65
319,Coquimbo,CL,2020-11-24 23:24:27,-29.95,-71.34,60.8,77,0,10.29
320,Alexandria,EG,2020-11-24 23:24:27,31.22,29.96,64.4,88,40,3.36
321,Nuuk,GL,2020-11-24 23:24:27,64.18,-51.72,32.0,96,100,32.21
322,Muravlenko,RU,2020-11-24 23:20:35,63.79,74.52,14.74,95,97,14.0
323,Codrington,AU,2020-11-24 23:24:28,-38.27,141.97,67.77,60,0,10.54
324,Las Cruces,US,2020-11-24 23:24:28,32.31,-106.78,61.0,14,1,20.8
325,Inverell,AU,2020-11-24 23:24:28,-29.78,151.12,82.99,45,6,4.0
326,Beira,MZ,2020-11-24 23:24:28,-19.84,34.84,79.02,87,93,5.41
327,Athabasca,CA,2020-11-24 23:22:52,54.72,-113.29,24.8,79,100,4.7
328,Kamenka,RU,2020-11-24 23:24:28,51.32,42.77,33.04,99,100,7.27
329,Klaksvik,FO,2020-11-24 23:24:28,62.23,-6.59,37.4,100,56,4.09
330,Caernarfon,GB,2020-11-24 23:24:28,53.14,-4.27,46.4,93,100,3.36
331,Portland,US,2020-11-24 23:24:26,45.52,-122.68,51.01,76,90,13.87
332,Bam,IR,2020-11-24 23:24:28,29.11,58.36,49.39,53,0,6.69
333,Kenai,US,2020-11-24 23:24:28,60.55,-151.26,32.0,94,90,6.93
334,Dongsheng,CN,2020-11-24 23:24:28,39.82,109.98,19.96,92,99,5.37
335,Camacha,PT,2020-11-24 23:24:29,33.08,-16.33,64.4,77,40,10.29
336,Salamina,GR,2020-11-24 23:24:29,37.96,23.5,55.4,54,40,10.29
337,Kabompo,ZM,2020-11-24 23:24:29,-13.59,24.2,65.43,95,97,2.01
338,Mahina,PF,2020-11-24 23:24:29,-17.51,-149.49,78.8,88,90,5.82
339,Mount Gambier,AU,2020-11-24 23:20:37,-37.83,140.77,64.4,68,0,9.17
340,Lompoc,US,2020-11-24 23:19:52,34.64,-120.46,64.99,55,1,10.29
341,Le Port,RE,2020-11-24 23:24:29,-20.94,55.29,71.6,60,0,11.41
342,Husavik,IS,2020-11-24 23:24:29,66.04,-17.34,32.0,97,40,4.7
343,Namatanai,PG,2020-11-24 23:24:29,-3.67,152.43,84.6,68,99,9.01
344,Hirata,JP,2020-11-24 23:24:29,35.43,132.82,48.2,87,75,9.17
345,Hearst,CA,2020-11-24 23:24:29,49.68,-83.67,14.0,85,100,8.05
346,Ribas Do Rio Pardo,BR,2020-11-24 23:24:29,-20.44,-53.76,81.99,48,51,6.42
347,Mumford,GH,2020-11-24 23:24:30,5.26,-0.76,79.66,85,70,9.46
348,Sai Buri,TH,2020-11-24 23:24:30,6.7,101.62,76.57,85,85,1.92
349,Svetlogorsk,BY,2020-11-24 23:24:30,52.63,29.73,39.49,85,100,10.98
350,Longyearbyen,SJ,2020-11-24 23:24:30,78.22,15.64,26.6,92,90,5.82
351,Vila Velha,BR,2020-11-24 23:22:43,-20.33,-40.29,73.4,88,90,3.36
352,Moa,CU,2020-11-24 23:24:30,20.66,-74.94,77.4,80,8,14.99
353,Chara,RU,2020-11-24 23:24:30,56.91,118.26,-4.65,76,35,4.18
354,Visby,SE,2020-11-24 23:24:30,57.64,18.3,48.99,93,100,10.29
355,Belmonte,BR,2020-11-24 23:24:30,-15.86,-38.88,75.2,78,40,3.36
356,Tura,IN,2020-11-24 23:24:30,25.52,90.22,59.4,88,31,4.47
357,Kutum,SD,2020-11-24 23:24:30,14.2,24.67,64.54,26,91,6.82
358,Fayaoue,NC,2020-11-24 23:24:30,-20.65,166.53,77.85,74,59,12.33
359,Porto Novo,BJ,2020-11-24 23:23:06,6.5,2.6,84.2,79,40,12.75
360,Lisakovsk,KZ,2020-11-24 23:24:31,52.54,62.49,16.36,96,100,7.2
361,Cabedelo,BR,2020-11-24 23:24:31,-6.98,-34.83,77.0,83,20,4.7
362,Rize,TR,2020-11-24 23:24:31,40.9,40.89,26.22,94,86,1.66
363,Aktau,KZ,2020-11-24 23:24:31,43.65,51.2,24.8,92,0,8.95
364,Severobaykalsk,RU,2020-11-24 23:24:31,55.65,109.32,7.77,84,5,5.79
365,Begusarai,IN,2020-11-24 23:24:31,25.42,86.13,61.0,42,24,2.44
366,Baruun-Urt,MN,2020-11-24 23:24:31,46.68,113.28,9.09,93,35,5.68
367,Bingol,TR,2020-11-24 23:24:31,38.88,40.49,37.94,67,93,0.49
368,Havoysund,NO,2020-11-24 23:24:31,71.0,24.66,30.2,74,0,14.99
369,Roma,US,2020-11-24 23:20:55,43.21,-75.46,30.2,68,1,3.36
370,Kita,ML,2020-11-24 23:24:31,13.03,-9.49,71.53,22,0,4.81
371,Kavali,IN,2020-11-24 23:24:32,14.92,79.98,75.4,81,100,13.22
372,Kholm,RU,2020-11-24 23:24:32,59.27,32.85,31.19,99,81,4.03
373,Guerrero Negro,MX,2020-11-24 23:24:32,27.98,-114.06,66.88,63,0,14.5
374,Lasa,IT,2020-11-24 23:24:32,46.62,10.7,30.2,80,5,2.24
375,Villanueva,HN,2020-11-24 23:24:32,15.32,-88.0,77.0,93,63,2.62
376,Ornskoldsvik,SE,2020-11-24 23:22:54,63.29,18.72,33.8,100,100,3.36
377,Luau,AO,2020-11-24 23:24:32,-10.71,22.22,63.21,99,98,1.34
378,Palmer,US,2020-11-24 23:24:32,42.16,-72.33,32.0,68,40,3.53
379,Payo,ID,2020-11-24 23:24:32,-3.75,103.64,72.7,96,100,2.44
380,Grenada,ES,2020-11-24 23:24:32,37.19,-3.61,46.99,86,0,2.21
381,Dauphin,CA,2020-11-24 23:24:33,51.15,-100.05,15.8,93,40,10.29
382,Ngawi,ID,2020-11-24 23:24:33,-7.4,111.45,77.65,82,97,6.02
383,Buin,CL,2020-11-24 23:21:02,-33.73,-70.75,73.4,31,0,11.41
384,Tieling,CN,2020-11-24 23:24:33,42.29,123.84,27.75,92,100,5.73
385,Saint-Georges,GD,2020-11-24 23:24:33,12.06,-61.75,80.6,83,75,17.22
386,Pisco,PE,2020-11-24 23:24:33,-13.7,-76.22,68.0,72,0,21.92
387,Coihaique,CL,2020-11-24 23:24:33,-45.58,-72.07,50.0,66,75,3.36
388,Lima,PE,2020-11-24 23:22:27,-12.04,-77.03,64.99,72,0,18.34
389,Antofagasta,CL,2020-11-24 23:20:04,-23.65,-70.4,60.8,77,90,13.87
390,Lardos,GR,2020-11-24 23:24:33,36.09,28.02,64.99,63,20,8.05
391,Kjollefjord,NO,2020-11-24 23:24:33,70.95,27.35,28.4,74,0,17.22
392,Iwaki,JP,2020-11-24 23:24:34,37.05,140.88,52.0,90,96,8.77
393,Acapulco,MX,2020-11-24 23:24:34,16.86,-99.89,84.2,74,20,6.93
394,Sisimiut,GL,2020-11-24 23:24:34,66.94,-53.67,25.45,89,100,10.78
395,Indapur,IN,2020-11-24 23:24:34,18.3,73.25,72.5,63,95,2.06
396,Dingle,PH,2020-11-24 23:24:34,11.0,122.67,76.62,90,95,9.69
397,Ossora,RU,2020-11-24 23:24:34,59.24,163.07,15.67,86,26,6.78
398,Newport,GB,2020-11-24 23:24:34,51.59,-3.0,55.0,95,100,1.01
399,Bambanglipuro,ID,2020-11-24 23:24:34,-7.95,110.28,77.88,83,93,3.67
400,Mandalgovi,MN,2020-11-24 23:24:34,45.76,106.27,10.54,96,48,6.64
401,Naze,JP,2020-11-24 23:24:34,28.37,129.48,71.6,73,75,11.41
402,Nishihara,JP,2020-11-24 23:24:34,26.18,127.76,71.6,64,75,10.29
403,Westport,US,2020-11-24 23:24:35,41.14,-73.36,44.6,48,1,3.36
404,Qaanaaq,GL,2020-11-24 23:24:35,77.48,-69.36,8.01,89,100,1.81
405,Meulaboh,ID,2020-11-24 23:24:35,4.14,96.13,76.28,89,74,4.0
406,Tampocon,PH,2020-11-24 23:24:35,9.85,123.13,79.56,81,100,13.47
407,Itarema,BR,2020-11-24 23:24:35,-2.92,-39.92,80.56,78,90,15.77
408,Roebourne,AU,2020-11-24 23:24:35,-20.78,117.13,83.77,56,0,0.45
409,Singleton,AU,2020-11-24 23:24:35,-32.57,151.18,75.0,77,17,5.93
410,Salamiyah,SY,2020-11-24 23:24:35,35.01,37.05,54.66,67,71,2.01
411,Port-Gentil,GA,2020-11-24 23:24:35,-0.72,8.78,80.6,88,40,9.17
412,Christchurch,NZ,2020-11-24 23:21:18,-43.53,172.63,62.6,72,100,20.8
413,Bantry,IE,2020-11-24 23:24:35,51.68,-9.45,41.0,86,0,4.7
414,Georgetown,MY,2020-11-24 23:24:36,5.41,100.34,75.2,94,20,5.57
415,Novospasskoye,RU,2020-11-24 23:24:36,53.15,47.75,28.78,98,99,5.14
416,Sambava,MG,2020-11-24 23:24:36,-14.27,50.17,74.3,83,65,9.19
417,Zapolyarnyy,RU,2020-11-24 23:24:36,69.42,30.81,26.6,92,41,3.36
418,Maple Creek,CA,2020-11-24 23:24:36,49.92,-109.48,33.8,69,1,12.75
419,Vila Franca Do Campo,PT,2020-11-24 23:24:36,37.72,-25.43,55.4,62,40,11.41
420,Olinda,BR,2020-11-24 23:24:36,-8.01,-34.86,77.0,69,40,10.29
421,Busko-Zdroj,PL,2020-11-24 23:24:36,50.47,20.72,35.01,75,8,5.59
422,Petropavlovsk-Kamchatskiy,RU,2020-11-24 23:24:36,53.05,158.65,15.8,78,13,4.47
423,Almeirim,BR,2020-11-24 23:24:36,-1.52,-52.58,80.98,71,63,7.29
424,Datong,CN,2020-11-24 23:20:14,40.09,113.29,23.65,85,73,3.56
425,San Ramon De La Nueva Oran,AR,2020-11-24 23:20:33,-23.13,-64.33,89.01,53,77,3.31
426,Norilsk,RU,2020-11-24 23:24:37,69.35,88.2,14.0,92,40,15.66
427,Chitrakonda,IN,2020-11-24 23:24:37,18.12,82.08,63.57,72,100,1.72
428,Aneho,TG,2020-11-24 23:24:37,6.23,1.6,82.4,83,20,9.17
429,Bukama,CD,2020-11-24 23:24:37,-9.2,25.85,70.68,92,100,0.56
430,Port Said,EG,2020-11-24 23:24:37,31.26,32.28,68.0,72,0,6.93
431,Monte San Giovanni Campano,IT,2020-11-24 23:24:37,41.64,13.51,48.0,94,84,2.66
432,Ruteng,ID,2020-11-24 23:24:37,-8.61,120.47,67.77,96,100,1.21
433,Carire,BR,2020-11-24 23:24:37,-3.95,-40.47,85.17,48,79,6.4
434,Point Pedro,LK,2020-11-24 23:24:37,9.82,80.23,76.28,91,100,31.07
435,Abu Dhabi,AE,2020-11-24 23:20:49,24.47,54.37,71.6,64,20,3.36
436,Asfi,MA,2020-11-24 23:24:38,32.3,-9.24,63.72,78,14,2.15
437,Abashiri,JP,2020-11-24 23:24:38,44.02,144.27,34.0,79,75,3.36
438,Boyabat,TR,2020-11-24 23:24:38,41.47,34.77,43.63,72,100,2.82
439,Dawlatabad,AF,2020-11-24 23:24:38,36.41,64.91,31.28,86,7,1.45
440,Deputatskiy,RU,2020-11-24 23:24:38,69.3,139.9,-15.86,88,100,7.14
441,Labuhan,ID,2020-11-24 23:24:38,-6.88,112.21,79.56,82,100,10.56
442,Whitehorse,CA,2020-11-24 23:24:38,60.72,-135.05,21.2,79,75,6.93
443,Ahipara,NZ,2020-11-24 23:24:38,-35.17,173.17,65.21,91,53,16.8
444,Morondava,MG,2020-11-24 23:24:38,-20.28,44.28,79.65,71,27,7.2
445,Almaznyy,RU,2020-11-24 23:24:38,48.04,40.05,35.6,93,20,8.95
446,Socorro,US,2020-11-24 23:24:39,31.65,-106.3,64.4,16,5,20.8
447,Bahia Blanca,AR,2020-11-24 23:24:39,-38.72,-62.27,67.08,51,5,11.1
448,Teguldet,RU,2020-11-24 23:24:39,57.31,88.17,6.84,95,16,2.75
449,Stykkisholmur,IS,2020-11-24 23:24:39,65.08,-22.73,33.76,88,94,14.29
450,Nouadhibou,MR,2020-11-24 23:24:39,20.93,-17.03,75.2,33,90,9.17
451,Siocon,PH,2020-11-24 23:24:39,7.71,122.14,80.65,80,77,9.31
452,El Retorno,CO,2020-11-24 23:24:39,2.33,-72.63,76.21,93,86,1.19
453,Ponta Do Sol,PT,2020-11-24 23:24:39,32.67,-17.1,62.6,72,40,3.36
454,Xihe,CN,2020-11-24 23:24:39,31.69,113.47,41.09,86,100,5.88
455,Buchanan,LR,2020-11-24 23:24:39,5.88,-10.05,78.26,86,92,6.76
456,Garissa,KE,2020-11-24 23:24:39,-0.45,39.64,80.06,69,8,12.62
457,Ngunguru,NZ,2020-11-24 23:24:40,-35.62,174.5,68.0,91,53,21.0
458,Half Moon Bay,US,2020-11-24 23:24:40,37.46,-122.43,64.99,82,1,11.41
459,Inongo,CD,2020-11-24 23:24:40,-1.95,18.27,70.77,92,100,3.78
460,Mugur-Aksy,RU,2020-11-24 23:24:40,50.35,90.5,8.42,89,100,3.6
461,Bichura,RU,2020-11-24 23:24:40,50.59,107.6,11.3,91,1,0.92
462,Puerto Narino,CO,2020-11-24 23:24:40,-3.77,-70.38,82.4,88,75,2.24
463,Varhaug,NO,2020-11-24 23:24:40,58.61,5.65,50.0,93,75,18.34
464,Tucuma,BR,2020-11-24 23:20:11,-0.18,-50.05,78.94,84,100,8.61
465,Belyy Yar,RU,2020-11-24 23:24:40,53.6,91.39,21.2,79,90,4.47
466,Ushtobe,KZ,2020-11-24 23:24:40,45.25,77.98,15.8,91,0,8.95
467,Adre,TD,2020-11-24 23:24:40,13.47,22.2,68.32,27,1,8.03
468,The Pas,CA,2020-11-24 23:24:40,53.83,-101.25,12.2,78,1,4.7
469,Wewak,PG,2020-11-24 23:24:41,-3.55,143.63,80.38,77,76,4.25
470,High Rock,BS,2020-11-24 23:24:41,26.62,-78.28,71.6,78,20,6.93
471,Saint-Pierre,RE,2020-11-24 23:20:55,-21.34,55.48,71.6,60,97,4.7
472,Kargasok,RU,2020-11-24 23:24:41,59.06,80.86,12.69,96,100,5.93
473,Suez,EG,2020-11-24 23:24:41,29.97,32.53,63.86,82,45,6.42
474,Ahuimanu,US,2020-11-24 23:24:41,21.44,-157.84,84.2,69,90,13.87
475,Mount Isa,AU,2020-11-24 23:24:41,-20.73,139.5,95.0,15,55,10.29
476,Chiautla,MX,2020-11-24 23:24:41,19.53,-98.88,77.0,15,5,3.36
477,Cherskiy,RU,2020-11-24 23:24:41,68.75,161.3,-1.32,93,100,4.23
478,Kununurra,AU,2020-11-24 23:24:41,-15.77,128.73,78.8,83,57,5.82
479,Kirakira,SB,2020-11-24 23:24:41,-10.45,161.92,81.57,79,50,13.09
480,Majenang,ID,2020-11-24 23:24:42,-7.3,108.76,76.48,85,93,1.9
481,Naples,IT,2020-11-24 23:24:42,40.83,14.25,54.0,76,0,5.82
482,Puro,PH,2020-11-24 23:24:42,12.48,123.38,79.92,79,63,17.34
483,Boa Viagem,BR,2020-11-24 23:20:41,-5.13,-39.73,84.06,44,81,3.36
484,Omboue,GA,2020-11-24 23:24:42,-1.57,9.26,77.7,91,100,3.71
485,Krasnoselkup,RU,2020-11-24 23:24:42,65.7,82.47,11.19,96,98,10.56
486,Rio Grande,BR,2020-11-24 23:20:43,-32.03,-52.1,75.0,84,1,5.01
487,Seoul,KR,2020-11-24 23:20:05,37.57,126.98,30.2,86,1,0.65
488,Amga,RU,2020-11-24 23:24:42,60.9,131.96,-7.2,89,100,4.07
489,Grindavik,IS,2020-11-24 23:20:51,63.84,-22.43,33.8,80,75,16.11
490,Pemangkat,ID,2020-11-24 23:24:42,1.17,108.97,76.26,89,100,6.33
491,Nampula,MZ,2020-11-24 23:24:42,-15.12,39.27,78.8,65,75,13.87
492,Necochea,AR,2020-11-24 23:24:42,-38.55,-58.74,64.99,84,61,5.68
493,Vardo,NO,2020-11-24 23:24:43,70.37,31.11,30.2,86,75,4.7
494,Haveli,PK,2020-11-24 23:24:43,30.45,73.7,61.54,35,100,4.5
495,Bakaly,RU,2020-11-24 23:24:43,55.18,53.8,25.86,97,100,12.95
496,Laguna,US,2020-11-24 23:20:57,38.42,-121.42,64.0,39,1,5.82
497,Waingapu,ID,2020-11-24 23:24:43,-9.66,120.26,82.69,71,88,2.13
498,Nizhniy Tsasuchey,RU,2020-11-24 23:24:43,50.52,115.13,13.42,84,4,11.48
499,Houma,US,2020-11-24 23:24:43,29.6,-90.72,73.0,78,40,13.87
500,Talas,TR,2020-11-24 23:24:43,38.69,35.55,21.2,73,40,3.36
501,Puyang,CN,2020-11-24 23:24:43,29.46,119.89,55.0,92,94,2.15
502,Henties Bay,NA,2020-11-24 23:24:43,-22.12,14.28,57.99,87,0,1.99
503,Inhambane,MZ,2020-11-24 23:24:43,-23.86,35.38,78.22,92,0,12.48
504,Nanakuli,US,2020-11-24 23:24:43,21.39,-158.15,86.0,51,1,13.87
505,Matai,TZ,2020-11-24 23:24:43,-8.3,31.52,62.6,93,0,0.51
506,Jurilovca,RO,2020-11-24 23:24:44,44.77,28.87,34.0,74,0,3.36
507,Thunder Bay,CA,2020-11-24 23:23:11,48.4,-89.32,34.0,94,90,4.7
508,Colquiri,BO,2020-11-24 23:24:44,-17.42,-67.13,49.08,58,73,7.81
509,La Palma,US,2020-11-24 23:24:44,33.85,-118.05,69.01,63,1,6.93
510,Lihula,EE,2020-11-24 23:24:44,58.68,23.85,44.01,93,100,1.01
511,Uray,RU,2020-11-24 23:24:44,60.12,64.78,19.71,93,100,9.91
512,Dmytrivka,UA,2020-11-24 23:24:44,45.97,28.99,36.37,83,0,6.69
513,Deep River,CA,2020-11-24 23:24:44,46.1,-77.5,23.0,62,1,5.82
514,Eenhana,NA,2020-11-24 23:24:44,-17.47,16.33,80.6,22,58,3.36
515,Port Lincoln,AU,2020-11-24 23:19:58,-34.73,135.87,73.49,43,0,11.7
516,Nioro,GM,2020-11-24 23:24:45,13.35,-15.75,77.72,23,62,1.07
517,Borogontsy,RU,2020-11-24 23:24:45,62.67,131.17,-22.97,87,65,1.83
518,Mayumba,GA,2020-11-24 23:24:45,-3.43,10.66,77.79,90,85,3.78
519,Peniche,PT,2020-11-24 23:21:42,39.36,-9.38,60.01,88,86,11.01
520,Hobyo,SO,2020-11-24 23:24:45,5.35,48.53,79.95,78,28,10.27
521,Hudiksvall,SE,2020-11-24 23:24:45,61.73,17.1,33.89,92,88,0.72
522,Neryungri,RU,2020-11-24 23:24:45,56.67,124.65,2.14,91,98,9.48
523,Xuchang,CN,2020-11-24 23:20:07,34.02,113.82,39.2,80,2,2.24
524,Pombas,CV,2020-11-24 23:24:45,17.15,-25.02,77.0,83,75,10.29
525,Elizabeth City,US,2020-11-24 23:24:45,36.29,-76.25,46.4,70,1,3.36
526,Payakumbuh,ID,2020-11-24 23:24:45,-0.22,100.63,69.82,91,100,1.66
527,Orlik,RU,2020-11-24 23:24:46,52.52,99.83,-1.82,87,100,0.98
528,Kang,BW,2020-11-24 23:24:46,-23.68,22.79,70.93,25,0,11.41
529,Zhigansk,RU,2020-11-24 23:24:46,66.77,123.37,-2.83,91,100,13.56
530,Santiago De Cao,PE,2020-11-24 23:24:46,-7.96,-79.24,64.4,82,81,12.75
531,Shache,CN,2020-11-24 23:20:14,38.42,77.24,19.62,87,100,6.82
532,Sherghati,IN,2020-11-24 23:24:46,24.57,84.78,56.73,47,78,2.73
533,Carutapera,BR,2020-11-24 23:21:35,-1.2,-46.02,79.12,82,26,8.55
534,Arona,ES,2020-11-24 23:24:46,28.1,-16.68,70.0,24,0,10.29
535,Chama,CH,2020-11-24 23:24:46,47.18,8.46,36.0,93,90,1.12
536,Apastovo,RU,2020-11-24 23:24:46,55.2,48.51,30.2,92,90,13.42
537,Linfen,CN,2020-11-24 23:23:55,36.09,111.52,34.25,87,9,0.89
538,Penzance,GB,2020-11-24 23:24:47,50.12,-5.54,51.8,93,100,12.75
539,Wamba,NG,2020-11-24 23:24:47,8.93,8.6,78.03,44,84,3.24
540,Tygda,RU,2020-11-24 23:24:47,53.12,126.33,6.62,89,7,7.2
541,Egvekinot,RU,2020-11-24 23:24:47,66.32,-179.17,22.86,98,100,21.94
542,Port Blair,IN,2020-11-24 23:24:47,11.67,92.75,80.91,79,41,9.95
543,Pervomayskoye,RU,2020-11-24 23:24:47,43.92,46.71,41.13,84,100,1.83
544,Talnakh,RU,2020-11-24 23:24:47,69.49,88.4,14.0,92,40,15.66
545,Fenoarivo Atsinanana,MG,2020-11-24 23:24:47,-17.37,49.42,72.95,84,30,2.19
546,Opuwo,NA,2020-11-24 23:24:47,-18.06,13.84,71.42,37,39,3.44
547,Bani,DO,2020-11-24 23:21:10,18.28,-70.33,78.8,83,40,10.63
548,Staryy Nadym,RU,2020-11-24 23:24:47,65.61,72.68,14.02,96,99,11.56
549,Lebanon,US,2020-11-24 23:24:47,36.21,-86.29,57.2,54,1,6.93
550,Goderich,CA,2020-11-24 23:24:48,43.75,-81.72,34.0,79,100,15.21
551,Chaman,PK,2020-11-24 23:24:48,30.92,66.45,44.28,70,22,2.75
552,Maragogi,BR,2020-11-24 23:24:48,-9.01,-35.22,75.61,84,1,8.84
553,Naklo Nad Notecia,PL,2020-11-24 23:24:48,53.14,17.6,35.01,87,0,6.93
554,Mildura,AU,2020-11-24 23:24:48,-34.2,142.15,79.0,38,0,11.41
555,Wencheng,CN,2020-11-24 23:24:48,33.06,113.8,38.55,79,69,1.97
556,Alenquer,BR,2020-11-24 23:24:48,-1.94,-54.74,84.2,79,0,5.82
557,Allada,BJ,2020-11-24 23:24:48,6.67,2.15,84.2,79,40,12.75
558,Mwanza,TZ,2020-11-24 23:24:48,-2.52,32.9,71.6,78,75,1.81
559,Tari,NG,2020-11-24 23:24:49,12.41,4.49,79.84,27,19,7.94
560,Port Macquarie,AU,2020-11-24 23:24:49,-31.43,152.92,78.01,45,23,1.01
561,Dukat,RU,2020-11-24 23:24:49,62.55,155.55,-14.01,87,98,5.28
562,Bahir Dar,ET,2020-11-24 23:24:49,11.59,37.39,60.21,42,32,2.95
563,General Roca,AR,2020-11-24 23:21:33,-39.03,-67.58,68.0,52,40,6.93
564,Yichun,CN,2020-11-24 23:24:49,47.7,128.9,17.49,98,100,1.05
565,Nyurba,RU,2020-11-24 23:24:49,63.28,118.33,-3.62,91,84,6.04
566,Asau,RO,2020-11-24 23:24:49,46.43,26.4,33.01,80,0,4.83
567,Atabayan,PH,2020-11-24 23:24:49,10.68,122.42,78.3,84,98,16.4
568,Yarkovo,RU,2020-11-24 23:24:49,57.4,67.08,17.08,94,100,8.66
569,Bonthe,SL,2020-11-24 23:24:49,7.53,-12.51,79.32,81,0,4.5
570,Mogzon,RU,2020-11-24 23:24:50,51.74,111.96,1.9,92,47,2.48
571,Najran,SA,2020-11-24 23:24:50,17.49,44.13,59.0,54,0,1.92
