City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Bandarbeyla,SO,9.49,50.81,76.53,78,6,16.33,clear sky
364,Pisco,PE,-13.7,-76.22,71.6,73,0,12.75,clear sky
365,Gat,IL,31.61,34.76,59.0,100,0,1.99,clear sky
366,Morant Bay,JM,17.88,-76.41,86.0,62,20,11.41,few clouds
367,Shadrinsk,RU,56.09,63.63,7.63,94,8,5.5,clear sky
368,Phitsanulok,TH,16.92,100.5,67.01,80,31,3.85,scattered clouds
369,Namwala,ZM,-15.75,26.44,74.35,68,0,2.77,clear sky
370,Ancud,CL,-41.87,-73.82,57.99,58,0,9.17,clear sky
371,Jalu,LY,29.03,21.55,61.5,49,100,10.87,overcast clouds
372,Kalmunai,LK,7.42,81.82,78.76,81,96,2.89,overcast clouds
373,Tamandare,BR,-8.76,-35.1,80.31,67,96,10.4,overcast clouds
374,Komarikhinskiy,RU,58.1,57.12,1.4,91,69,4.47,broken clouds
375,Avarua,CK,-21.21,-159.78,78.8,94,63,11.41,broken clouds
376,Nokaneng,BW,-19.67,22.27,78.46,62,95,10.27,moderate rain
377,Haukipudas,FI,65.18,25.35,28.4,92,90,2.24,overcast clouds
378,Farah,AF,32.5,62.5,51.37,44,100,2.17,overcast clouds
379,Petawawa,CA,45.9,-77.33,39.99,64,40,8.05,scattered clouds
380,Ilebo,CD,-4.32,20.58,70.12,96,97,1.14,overcast clouds
381,Isangel,VU,-19.55,169.27,73.92,78,21,10.25,few clouds
382,Umm Kaddadah,SD,13.6,26.69,71.01,22,0,17.27,clear sky
383,Sevenoaks,GB,51.27,0.19,48.2,100,75,8.05,mist
384,Vestmannaeyjar,IS,63.44,-20.27,37.4,86,40,12.75,scattered clouds
385,Ibb,YE,13.97,44.18,60.13,86,9,3.87,clear sky
386,Ust-Barguzin,RU,53.45,108.98,18.16,96,100,0.45,light snow
387,Padang,ID,-0.95,100.35,77.07,78,100,3.06,moderate rain
388,Licheng,CN,23.3,113.83,64.99,63,75,11.18,broken clouds
389,Tiptur,IN,13.26,76.48,65.23,97,12,6.67,few clouds
390,Vila Do Maio,CV,15.13,-23.22,77.0,65,75,13.87,broken clouds
391,Goderich,CA,43.75,-81.72,39.2,64,97,13.87,overcast clouds
392,Tortoli,IT,39.93,9.66,53.6,93,75,32.21,mist
393,Udalguri,IN,26.77,92.13,63.1,61,0,4.05,clear sky
394,Edd,ER,13.93,41.69,82.17,56,0,20.02,clear sky
395,Chaves,US,33.38,-104.45,48.2,42,1,6.93,clear sky
396,Miranda,CO,3.25,-76.23,86.0,51,40,3.36,scattered clouds
397,Aiani,GR,40.17,21.82,41.0,48,100,2.24,overcast clouds
398,Podyuga,RU,61.09,40.86,16.07,96,84,7.02,broken clouds
399,Port Blair,IN,11.67,92.75,80.56,80,100,13.53,overcast clouds
400,Marquette,US,46.53,-87.63,46.99,56,0,8.59,clear sky
401,Sulangan,PH,11.14,123.72,82.09,79,38,14.61,scattered clouds
402,Qui Nhon,VN,13.77,109.23,75.78,92,100,22.39,moderate rain
403,Onguday,RU,50.75,86.15,15.64,82,95,2.64,overcast clouds
404,Tilichiki,RU,60.47,166.1,2.46,91,31,11.86,scattered clouds
405,Axim,GH,4.87,-2.24,79.5,82,1,5.73,light rain
406,Hovd,MN,48.01,91.64,9.95,93,14,0.76,few clouds
407,Luchegorsk,RU,46.48,134.26,5.23,93,0,6.15,clear sky
408,Guarapari,BR,-20.67,-40.5,80.6,74,75,10.29,broken clouds
409,Olinda,BR,-8.01,-34.86,82.4,58,40,12.75,scattered clouds
410,Mayo,US,38.89,-76.51,60.01,50,40,8.05,scattered clouds
411,Bhera,PK,32.48,72.91,61.34,28,84,4.72,broken clouds
412,Kenai,US,60.55,-151.26,32.0,80,1,19.46,clear sky
413,Brigantine,US,39.41,-74.36,57.2,47,75,9.17,broken clouds
414,Haines Junction,CA,60.75,-137.51,23.0,92,100,1.12,light snow
415,Tabou,CI,4.42,-7.35,79.7,81,0,5.86,clear sky
416,Nuuk,GL,64.18,-51.72,26.6,68,75,2.24,broken clouds
417,Medeiros Neto,BR,-17.37,-40.22,80.29,69,17,12.33,few clouds
418,Horten,NO,59.42,10.49,30.99,100,68,2.24,broken clouds
419,Sinnamary,GF,5.38,-52.95,83.46,72,99,9.46,heavy intensity rain
420,Igarka,RU,67.47,86.58,-1.82,92,100,9.55,overcast clouds
421,Roma,US,43.21,-75.46,44.6,65,90,13.87,overcast clouds
422,Balvi,LV,57.13,27.27,32.58,97,100,7.87,overcast clouds
423,Airdrie,GB,55.87,-3.98,39.2,86,0,4.7,clear sky
424,Hegang,CN,47.4,130.37,9.77,90,0,5.44,clear sky
425,Iisalmi,FI,63.56,27.19,30.2,86,90,5.82,overcast clouds
426,Country Club,US,25.95,-80.32,81.0,65,90,6.93,overcast clouds
427,Asosa,ET,10.07,34.53,68.32,34,0,5.53,clear sky
428,Srednekolymsk,RU,67.45,153.68,-3.91,92,90,5.03,overcast clouds
429,Tromso,NO,69.65,18.96,42.01,80,75,27.51,broken clouds
430,Krasnyy Tkach,RU,55.47,39.08,33.8,100,90,6.71,mist
431,Wanning,CN,18.8,110.4,70.11,79,98,16.71,overcast clouds
432,Ailigandi,PA,9.23,-78.02,82.56,80,46,9.31,light rain
433,Kortkeros,RU,61.81,51.58,5.0,92,90,3.49,mist
434,Faya,SA,18.39,42.45,60.8,87,0,4.99,clear sky
435,Sechura,PE,-5.56,-80.82,78.04,54,17,15.7,few clouds
436,Tuensang,IN,26.28,94.83,57.47,61,0,2.86,clear sky
437,Plotnikovo,RU,55.02,85.94,1.4,84,20,4.47,fog
438,Karratha,AU,-20.74,116.85,77.81,72,0,7.61,clear sky
439,San Cristobal,VE,7.77,-72.22,84.2,70,40,11.41,scattered clouds
440,Pinsk,BY,52.12,26.1,30.36,97,100,4.63,overcast clouds
441,Lixourion,GR,38.2,20.43,55.4,87,40,2.24,scattered clouds
442,Lake City,US,30.19,-82.64,75.99,100,90,10.29,overcast clouds
443,Visby,SE,57.64,18.3,37.99,86,86,8.05,overcast clouds
444,Iguape,BR,-24.71,-47.56,79.12,76,89,11.9,overcast clouds
445,Tukrah,LY,32.53,20.58,62.37,52,0,15.9,clear sky
446,Mareeba,AU,-17.0,145.43,75.2,83,75,5.82,broken clouds
447,Aasiaat,GL,68.71,-52.87,4.66,86,100,12.84,overcast clouds
448,Sochi,RU,43.6,39.73,48.99,61,0,11.18,clear sky
449,Atikokan,CA,48.76,-91.62,35.02,87,36,4.59,scattered clouds
450,Belur,IN,13.17,75.87,63.73,95,6,6.15,clear sky
451,Ipixuna,BR,-1.76,-48.8,87.8,66,40,5.82,scattered clouds
452,Santiago Del Estero,AR,-27.8,-64.26,99.0,39,58,7.0,broken clouds
453,Yashalta,RU,46.34,42.28,39.25,92,0,11.95,clear sky
454,Manono,CD,-7.3,27.42,70.99,90,96,2.28,overcast clouds
455,Pangnirtung,CA,66.15,-65.71,21.2,67,90,3.36,overcast clouds
456,Jumla,NP,29.27,82.18,42.94,46,0,4.81,clear sky
457,Peleduy,RU,59.63,112.74,-3.84,90,99,2.06,overcast clouds
458,Pringsewu,ID,-5.36,104.97,72.72,89,100,3.74,overcast clouds
459,Vidim,RU,56.41,103.11,-0.29,92,69,0.6,broken clouds
460,Araouane,ML,18.9,-3.53,71.26,25,0,5.64,clear sky
461,Birao,CF,10.28,22.79,75.49,26,0,4.88,clear sky
462,Antalaha,MG,-14.9,50.28,73.15,84,0,5.7,clear sky
463,Hit,IQ,33.64,42.83,60.93,82,100,4.85,moderate rain
464,Alofi,NU,-19.06,-169.92,77.0,94,100,5.82,light rain
465,Tiarei,PF,-17.53,-149.33,84.2,74,75,4.7,broken clouds
466,Ambon,ID,-3.7,128.18,82.99,89,99,5.23,overcast clouds
467,Baiyin,CN,36.56,104.21,33.01,61,0,2.24,clear sky
468,Great Yarmouth,GB,52.61,1.73,48.99,87,90,4.7,haze
469,Ola,RU,59.58,151.28,7.79,86,91,11.5,overcast clouds
470,Tartus,SY,34.89,35.89,60.8,63,40,4.7,scattered clouds
471,Nome,US,64.5,-165.41,23.0,73,90,9.17,overcast clouds
472,Raudeberg,NO,61.99,5.14,42.01,87,17,20.02,few clouds
473,Narasapur,IN,16.45,81.67,74.39,87,85,8.28,overcast clouds
474,Yeppoon,AU,-23.13,150.73,69.8,73,75,6.98,broken clouds
475,Mezhova,UA,48.25,36.73,43.27,75,100,13.47,overcast clouds
476,Dhidhdhoo,MV,6.88,73.1,82.67,66,69,4.63,broken clouds
477,Kathu,TH,7.92,98.33,78.8,83,75,4.7,moderate rain
478,Jadu,LY,31.95,12.03,56.17,39,0,13.04,clear sky
479,Barra Do Corda,BR,-5.5,-45.25,90.37,50,100,5.23,overcast clouds
480,Beloha,MG,-25.17,45.05,72.99,83,49,11.86,scattered clouds
481,Iwanai,JP,42.97,140.51,32.36,91,98,11.25,overcast clouds
482,Cheyenne,US,41.14,-104.82,54.0,16,1,5.82,clear sky
483,Abdulino,RU,53.7,53.67,20.88,97,100,9.93,overcast clouds
484,Mezen,RU,65.85,44.24,16.56,96,73,7.65,broken clouds
485,San Policarpo,PH,12.18,125.51,80.67,82,64,10.45,broken clouds
486,Sandur,IN,15.1,76.55,66.9,96,29,6.89,scattered clouds
487,Penarroya-Pueblonuevo,ES,38.3,-5.27,53.6,93,40,3.36,scattered clouds
488,Hokitika,NZ,-42.72,170.97,53.78,82,28,1.92,scattered clouds
489,Colares,PT,38.8,-9.45,60.01,76,20,4.7,few clouds
490,Rubtsovsk,RU,51.5,81.25,28.8,98,100,18.07,light snow
491,Mattru,SL,7.62,-11.83,76.68,92,100,3.15,overcast clouds
492,Marawi,PH,8.0,124.29,75.0,93,97,5.99,overcast clouds
493,Imbituba,BR,-28.24,-48.67,82.4,69,40,13.87,scattered clouds
494,Kyzyl-Suu,KG,42.34,78.01,22.37,83,75,7.96,broken clouds
495,San Fernando,PH,15.03,120.69,75.2,94,90,4.7,light rain
496,Horsham,GB,51.06,-0.33,46.99,100,76,2.24,fog
497,Fernley,US,39.61,-119.25,45.0,30,0,1.99,clear sky
498,Gushikawa,JP,26.35,127.87,68.0,63,90,12.75,overcast clouds
499,Twin Falls,US,42.35,-114.64,24.8,100,75,4.7,mist
500,Magaria,NE,13.0,8.91,76.53,19,0,7.72,clear sky
501,Jiaozuo,CN,35.24,113.23,36.23,82,1,3.69,clear sky
502,Fevik,NO,58.38,8.68,39.99,86,72,8.05,broken clouds
503,Tete,MZ,-16.16,33.59,83.7,56,78,8.5,broken clouds
504,Streator,US,41.12,-88.84,48.0,61,1,12.75,clear sky
505,Malvern,US,34.36,-92.81,57.0,37,1,9.17,clear sky
506,Dongsheng,CN,39.82,109.98,14.22,95,0,12.1,clear sky
507,Mgachi,RU,51.05,142.27,18.97,96,100,13.2,light snow
508,Virginia Beach,US,36.85,-75.98,62.6,55,75,5.82,broken clouds
509,Gamba,GA,-2.65,10.0,76.5,85,100,4.61,overcast clouds
510,Marzuq,YE,14.4,46.47,63.86,83,6,5.08,clear sky
511,Tungor,RU,53.38,142.96,21.67,95,100,9.33,light snow
512,Umm Lajj,SA,25.02,37.27,73.81,48,0,10.89,clear sky
513,Central Point,US,42.38,-122.92,32.0,47,90,0.31,fog
514,Janakpur,NP,26.72,85.91,63.12,57,0,2.51,clear sky
515,Gizo,SB,-8.1,156.84,82.49,74,34,3.02,light rain
516,Katobu,ID,-4.94,122.53,76.91,90,100,3.69,light rain
517,Ridgecrest,US,35.62,-117.67,54.0,30,0,2.04,clear sky
518,Vila Velha,BR,-20.33,-40.29,80.6,74,75,10.29,broken clouds
519,Baruun-Urt,MN,46.68,113.28,-0.36,86,0,3.74,clear sky
520,Munchberg,DE,50.2,11.78,28.99,100,90,6.93,mist
521,Lincoln,US,40.8,-96.67,59.0,37,1,13.87,clear sky
522,Zhongshu,CN,24.52,103.77,42.51,82,100,2.68,overcast clouds
523,Bitung,ID,1.45,125.18,75.2,100,40,2.24,scattered clouds
524,Outram,MY,1.28,103.84,78.8,88,75,9.62,broken clouds
525,Iralaya,HN,15.0,-83.23,82.58,69,0,7.67,clear sky
526,Conde,BR,-7.26,-34.91,86.0,58,20,18.34,few clouds
527,Bakaly,RU,55.18,53.8,20.16,97,100,6.98,overcast clouds
528,Plettenberg Bay,ZA,-34.05,23.37,62.6,83,87,5.26,light rain
529,Zhigansk,RU,66.77,123.37,-6.18,91,87,11.36,overcast clouds
530,Pechora,RU,65.15,57.22,11.48,95,89,7.36,overcast clouds
531,Ostrovnoy,RU,68.05,39.51,30.06,95,53,27.18,broken clouds
532,Manavalakurichi,IN,8.13,77.3,82.4,83,20,7.83,mist
533,Erzin,TR,36.96,36.2,57.0,65,94,8.99,overcast clouds
534,Whitefish,US,48.41,-114.34,39.0,80,90,5.82,overcast clouds
535,Tema,GH,5.67,-0.02,82.4,83,20,10.29,few clouds
536,Bireun,ID,5.2,96.7,77.09,81,100,1.86,light rain
537,Ramhormoz,IR,31.28,49.6,62.89,87,100,7.09,moderate rain
538,Port Moresby,PG,-9.44,147.18,73.4,100,20,5.82,few clouds
539,Zaozerne,UA,45.16,33.28,53.92,82,84,14.12,broken clouds
540,Parkland,US,47.16,-122.43,46.99,87,90,8.05,overcast clouds
541,Taltal,CL,-25.4,-70.48,69.93,55,22,8.9,few clouds
542,Hami,CN,42.8,93.45,24.76,78,33,6.6,scattered clouds
543,Marienburg,PL,54.04,19.03,39.0,100,100,6.91,overcast clouds
544,Coihaique,CL,-45.58,-72.07,51.8,54,75,8.05,light intensity shower rain
545,Kavieng,PG,-2.57,150.8,82.78,80,99,11.95,overcast clouds
546,Santa Lucia,ES,27.91,-15.54,68.0,72,40,5.82,scattered clouds
547,Kadoma,JP,34.73,135.58,46.0,75,94,1.74,overcast clouds
548,Tarnogskiy Gorodok,RU,60.5,43.58,16.74,96,66,7.07,broken clouds
549,Whitehorse,CA,60.72,-135.05,23.0,73,90,21.92,overcast clouds
550,Ratnagiri,IN,16.98,73.3,76.26,71,0,6.51,clear sky
551,Inirida,CO,3.87,-67.92,77.13,88,100,3.4,light rain
552,Port Hardy,CA,50.7,-127.42,44.6,81,40,6.93,scattered clouds
553,Yanam,IN,16.73,82.22,75.88,80,16,7.52,light rain
554,Daru,PG,-9.08,143.21,78.57,79,100,4.41,overcast clouds
555,Pitimbu,BR,-7.47,-34.81,86.0,58,20,18.34,few clouds
556,Puerto Narino,CO,-3.77,-70.38,80.6,88,75,6.93,broken clouds
557,Kidal,ML,18.44,1.41,75.65,18,0,10.09,clear sky
558,Kargasok,RU,59.06,80.86,2.75,94,53,4.21,broken clouds
559,Nabisar,PK,25.07,69.64,66.92,25,0,5.77,clear sky
560,Hobyo,SO,5.35,48.53,79.99,76,1,16.71,clear sky
561,Liverpool,GB,53.41,-2.98,48.2,93,90,5.82,mist
562,Wahiawa,US,21.5,-158.02,75.2,82,1,5.82,clear sky
563,Cap Malheureux,MU,-19.98,57.61,73.99,82,5,7.0,light rain
564,Saint-Pierre,RE,-21.34,55.48,75.2,69,0,8.5,clear sky
565,Ucluelet,CA,48.93,-125.55,42.01,100,20,3.36,few clouds
566,Ahuimanu,US,21.44,-157.84,78.8,69,20,13.87,few clouds
567,Straumen,NO,63.87,11.3,44.01,85,0,10.29,clear sky
568,Saint Leonard,CA,47.17,-67.92,37.0,96,100,3.6,overcast clouds
569,Excelsior Springs,US,39.34,-94.23,55.0,37,1,9.17,clear sky
570,Marsa Matruh,EG,31.35,27.25,62.6,67,40,3.96,scattered clouds
571,Suslonger,RU,56.32,48.25,24.8,92,75,11.18,snow
572,Road Town,VG,18.42,-64.62,84.2,70,20,4.7,few clouds
573,Barra Bonita,BR,-22.49,-48.56,89.22,41,87,3.69,moderate rain
574,Bilma,NE,18.69,12.92,72.01,22,0,5.37,clear sky
575,Chicama,PE,-7.84,-79.15,68.0,77,30,13.87,scattered clouds
576,Ehlerange,LU,49.52,5.97,39.0,87,0,3.0,clear sky
577,Abu Dhabi,AE,24.47,54.37,75.2,64,0,6.93,clear sky
578,Pitkyaranta,RU,61.57,31.48,28.76,96,85,8.84,overcast clouds
579,Riyadh,SA,24.69,46.72,66.2,72,40,5.82,scattered clouds
580,Sumbe,AO,-11.21,13.84,78.58,81,100,5.95,overcast clouds
581,Balykshi,KZ,47.07,51.87,28.4,92,0,15.66,mist
582,Le Vauclin,MQ,14.55,-60.84,84.2,74,75,10.29,broken clouds
583,Vermillion,US,42.78,-96.93,51.01,39,1,6.93,clear sky
584,Kiruna,SE,67.86,20.23,26.6,92,100,8.05,light snow
585,Agirish,RU,61.92,63.02,9.16,96,0,2.84,clear sky
586,Kuruman,ZA,-27.45,23.43,67.42,78,55,18.72,moderate rain
587,Clyde River,CA,70.47,-68.59,-5.8,83,75,17.22,light snow
588,Kalabo,ZM,-14.97,22.68,72.0,68,12,2.08,few clouds
589,Husavik,IS,66.04,-17.34,35.6,59,75,12.75,broken clouds
590,Altay,CN,47.87,88.12,20.12,76,100,2.28,overcast clouds
591,Onega,RU,63.91,38.14,18.45,97,29,8.14,scattered clouds
592,Darovskoy,RU,58.77,47.96,16.81,96,98,8.46,light snow
593,Shingu,JP,33.73,135.98,43.47,76,0,6.17,clear sky
594,Saint George,US,37.1,-113.58,37.4,34,1,0.87,clear sky
595,Kostomuksha,RU,64.57,30.58,27.77,96,100,6.15,overcast clouds
596,Carlsbad,US,33.16,-117.35,71.01,18,1,3.36,clear sky
597,Berezovyy,RU,51.67,135.7,7.93,92,100,2.01,overcast clouds
598,Vanimo,PG,-2.67,141.3,78.31,83,100,5.08,heavy intensity rain
599,Coquimbo,CL,-29.95,-71.34,64.4,68,0,14.99,clear sky
600,Santiago De Cuba,CU,20.02,-75.82,84.2,62,40,6.93,scattered clouds
601,Khani,GE,41.96,42.96,53.6,40,0,25.28,clear sky
602,Alcudia,ES,39.85,3.12,57.99,91,100,5.01,overcast clouds
603,Anadyr,RU,64.75,177.48,3.2,84,0,2.24,clear sky
604,Buarcos,PT,40.17,-8.88,54.0,93,40,3.36,scattered clouds
605,Buciumeni,RO,45.15,25.45,30.0,83,1,2.66,clear sky
606,Christchurch,NZ,-43.53,172.63,55.99,81,3,8.05,clear sky
607,Dodge City,US,37.75,-100.02,48.99,49,1,14.99,clear sky
608,Kieta,PG,-6.22,155.63,79.43,78,38,0.67,scattered clouds
609,Cooma,AU,-36.23,149.13,64.4,82,99,10.29,overcast clouds
610,Sur,OM,22.57,59.53,73.2,62,0,8.5,clear sky
611,Ayan,RU,56.45,138.17,6.82,87,100,14.18,overcast clouds
612,Dumai,ID,1.68,101.45,74.03,97,100,1.83,light rain
613,Hede,CN,33.77,120.25,36.27,79,91,4.99,overcast clouds
614,Altamira,BR,-3.2,-52.21,87.8,66,75,4.7,broken clouds
615,Victor Harbor,AU,-35.57,138.62,59.0,76,56,5.01,broken clouds
616,San Quintin,MX,30.48,-115.95,66.99,27,0,5.23,clear sky
617,Kamskoye Ustye,RU,55.2,49.27,26.6,86,75,13.42,light snow
618,Xining,CN,36.62,101.77,21.92,86,34,1.81,scattered clouds
619,Koratla,IN,18.82,78.72,68.63,70,32,2.46,scattered clouds
620,Dzaoudzi,YT,-12.79,45.27,78.8,83,0,3.36,clear sky
621,Swan Hill,AU,-35.34,143.55,66.52,62,35,19.37,scattered clouds
622,Orumiyeh,IR,37.55,45.08,33.8,81,75,6.93,broken clouds
623,Zhanaozen,KZ,43.3,52.8,32.29,87,0,17.56,clear sky
624,Skjervoy,NO,70.03,20.97,43.79,70,100,9.93,light rain
625,Pyapon,MM,16.28,95.68,72.75,79,0,6.46,clear sky
626,Shaunavon,CA,49.65,-108.42,33.8,69,21,23.04,few clouds
627,Rock Sound,BS,24.9,-76.2,76.68,74,0,9.69,clear sky
628,Praia,CV,14.92,-23.51,77.0,65,75,13.87,broken clouds
629,Hakui,JP,36.88,136.78,43.0,97,100,5.06,overcast clouds
630,Kainantu,PG,-6.29,145.87,62.19,97,100,0.96,light rain
631,Brae,GB,60.4,-1.35,46.4,93,75,9.17,light rain
632,Boralday,KZ,43.36,76.86,30.2,86,90,6.71,mist
633,Mudhol,IN,16.35,75.28,67.44,93,0,10.45,clear sky
634,Asyut,EG,27.18,31.18,60.8,63,0,6.93,clear sky
635,Kaoma,ZM,-14.78,24.8,69.37,78,38,1.61,scattered clouds
636,Bangaon,IN,23.07,88.82,66.2,77,0,6.98,haze
637,Zaraza,VE,9.35,-65.32,84.27,79,33,3.4,moderate rain
638,Minna,NG,9.61,6.56,81.73,36,0,0.87,clear sky
639,Oksfjord,NO,70.24,22.35,39.2,76,100,19.46,overcast clouds
640,Tavricheskoye,RU,54.59,73.64,10.4,85,75,8.95,broken clouds
641,Yamethin,MM,20.43,96.15,67.26,84,12,3.69,few clouds
642,Canandaigua,US,42.87,-77.29,42.01,53,78,7.0,broken clouds
643,Ino,JP,33.55,133.43,44.26,61,9,5.26,clear sky
644,Ahar,IR,38.48,47.07,32.94,88,100,2.35,overcast clouds
645,Touros,BR,-5.2,-35.46,84.2,62,40,20.8,scattered clouds
646,Laguna,US,38.42,-121.42,55.0,57,1,5.82,clear sky
647,Hervey Bay,AU,-25.3,152.85,73.0,69,2,1.01,clear sky
648,Pinawa,CA,50.15,-95.88,33.73,87,100,1.9,overcast clouds
649,Makushino,RU,55.21,67.24,5.18,94,76,5.41,broken clouds
650,Isla Mujeres,MX,21.23,-86.73,82.4,65,75,10.29,broken clouds
651,Biu,NG,10.61,12.19,74.86,25,0,7.92,clear sky
652,Herne Bay,GB,51.37,1.13,50.0,97,0,9.82,clear sky
653,Churapcha,RU,62.0,132.43,-23.22,87,0,1.95,clear sky
654,Ilhabela,BR,-23.78,-45.36,78.8,75,37,6.11,scattered clouds
655,Zambezi,ZM,-13.54,23.1,68.05,89,1,2.3,light rain
656,Andra,RU,62.51,65.89,6.42,94,0,2.06,clear sky
657,The Valley,AI,18.22,-63.06,87.8,69,20,5.82,few clouds
658,Auchterarder,GB,56.3,-3.71,36.0,93,0,2.62,clear sky
659,Gambela,ET,8.25,34.58,83.19,50,6,3.33,clear sky
660,Conceicao Do Araguaia,BR,-8.26,-49.26,89.01,54,100,5.1,light rain
661,Broome,US,42.25,-75.83,44.01,66,90,14.99,overcast clouds
662,Kysyl-Syr,RU,63.9,122.76,-4.88,90,99,6.85,overcast clouds
663,Bouca,CF,6.51,18.27,77.09,36,100,1.99,overcast clouds
664,Slobodskoy,RU,58.73,50.18,12.45,96,68,6.91,broken clouds
665,Porosozero,RU,62.72,32.73,23.25,97,96,5.1,overcast clouds
666,Taoudenni,ML,22.68,-3.98,64.11,28,100,2.21,overcast clouds
667,Enid,US,36.4,-97.88,48.0,70,75,4.76,broken clouds
668,Bathsheba,BB,13.22,-59.52,84.2,74,40,13.87,scattered clouds
669,Serebryansk,KZ,49.69,83.29,24.8,100,90,8.95,heavy snow
670,Kautokeino,NO,69.01,23.04,25.11,96,100,16.53,overcast clouds
671,Vashkivtsi,UA,48.38,25.51,31.78,97,100,4.34,overcast clouds
672,Iksha,RU,56.17,37.52,33.8,100,90,8.95,mist
673,Karakol,KG,42.49,78.39,18.37,85,88,7.29,overcast clouds
674,Mandalgovi,MN,45.76,106.27,0.09,90,0,12.37,clear sky
675,Rancho Palos Verdes,US,33.74,-118.39,68.0,16,5,3.36,clear sky
676,Laem Sing,TH,12.48,102.07,77.0,93,8,13.06,clear sky
677,Kurumkan,RU,54.3,110.3,5.58,87,96,3.0,overcast clouds
678,Mau,IN,25.95,83.55,65.53,39,0,4.45,clear sky
679,Bolgatanga,GH,10.79,-0.85,85.12,42,31,3.27,scattered clouds
680,Charleston,US,32.78,-79.93,59.0,93,75,6.29,light rain
681,Fairfield,US,41.27,-73.32,54.0,50,90,9.17,overcast clouds
682,Finnsnes,NO,69.23,17.98,32.0,87,100,24.16,overcast clouds
683,Puerto Penasco,MX,31.32,-113.53,68.0,22,0,8.01,clear sky
684,Yumen,CN,40.28,97.2,18.07,82,0,6.8,clear sky
685,Omsukchan,RU,62.53,155.8,-10.79,87,100,4.07,overcast clouds
686,Hays,US,30.05,-98.03,60.01,95,100,3.0,light rain
687,Santa Cruz,BO,-17.8,-63.17,91.4,46,40,17.22,scattered clouds
688,Port Hedland,AU,-20.32,118.57,78.8,88,0,4.7,clear sky
689,Pacific Grove,US,36.62,-121.92,60.01,43,1,4.7,clear sky
